VehicleName	      TimeStamp	      POS_X	POS_Y	POS_Z	      Q_W	     Q_X	Q_Y	Q_Z	      vx	vy	vz	   Angular_vx	Angular_vy	Angular_vz	  AccX	      AccY	      AccZ	      AccAX	AccAY	AccAZ	Pressure	ImageFile
SimpleFlight	1674238606474	0	0	0.384572	0.984808	0	0	0.173648	0	0	0.220484	0.000202141	-0.0020262	-0.000481775	-0.0040775	0.0178675	-9.75767	0	0	0	99867.7	img__1674238606639253700.png;img__1674238606639816200.ppm;img__1674238606759728300.ppm
SimpleFlight	1674238607107	0	0	0.52105	0.984808	0	0	0.173648	0	0	0.211723	0.000763334	0.000433081	0.00169596	-0.0582256	0.0412311	-9.81321	0	0	0	99872.1	img__1674238607289374600.png;img__1674238607290102300.ppm;img__1674238607394839100.ppm
SimpleFlight	1674238607431	0	0	0.589202	0.984808	0	0	0.173648	0	0	0.20911	0.00165677	-0.00111153	0.0010257	-0.033727	-0.0224446	-9.84496	0	0	0	99870.7	img__1674238607627298200.png;img__1674238607627981000.ppm;img__1674238607727643900.ppm
SimpleFlight	1674238607815	0	0	0.66907	0.984808	0	0	0.173648	0	0	0.207006	-0.000237917	-0.000349047	-0.00108057	0.065055	-0.0332168	-9.80255	0	0	0	99876.4	img__1674238607968194200.png;img__1674238607969022400.ppm;img__1674238608081372300.ppm
SimpleFlight	1674238608448	0	0	0.799399	0.984808	0	0	0.173648	0	0	0.204996	0.000692018	0.00200681	-0.000293356	0.0302987	-0.006904	-9.74811	0	0	0	99875	img__1674238608633610300.png;img__1674238608634216800.ppm;img__1674238608731890500.ppm
SimpleFlight	1674238608802	0	0	0.871848	0.984808	0	0	0.173648	0	0	0.204351	-0.000581276	-0.000868986	-0.00194162	0.00433199	-0.00516888	-9.82699	0	0	0	99873.2	img__1674238608989206700.png;img__1674238608989812600.ppm;img__1674238609096750700.ppm
SimpleFlight	1674238609507	0	0	1.01563	0.984808	0	0	0.173648	0	0	0.203619	-0.0012909	-0.001345	-0.00188597	0.0124055	0.0658612	-9.81052	0	0	0	99879.8	img__1674238609659485200.png;img__1674238609660079800.ppm;img__1674238609777939200.ppm
SimpleFlight	1674238610152	0	0	1.14685	0.984808	0	0	0.173648	0	0	0.203302	8.26709e-05	0.00177377	7.852e-07	0.0308814	-0.0168205	-9.83965	0	0	0	99883.1	img__1674238610321556100.png;img__1674238610322206200.ppm;img__1674238610444769500.ppm
SimpleFlight	1674238610788	0	0	1.2761	0.984808	0	0	0.173648	0	0	0.203147	-0.000366309	-0.00322016	4.886e-05	-0.0811816	0.0185107	-9.83006	0	0	0	99877.8	img__1674238610989607100.png;img__1674238610990180700.ppm;img__1674238611095730200.ppm
SimpleFlight	1674238611148	0	0	1.34922	0.984808	0	0	0.173648	0	0	0.203096	0.00113154	-0.000210797	-0.000690654	-0.0675193	0.037177	-9.73197	0	0	0	99885.3	img__1674238611325318100.png;img__1674238611326175900.ppm;img__1674238611459495600.ppm
SimpleFlight	1674238611799	0	0	1.48142	0.984808	0	0	0.173648	0	0	0.203044	0.00384734	0.000694992	0.00275131	0.00301986	-0.010617	-9.81943	0	0	0	99886.5	img__1674238611995059000.png;img__1674238611995605100.ppm;img__1674238612108219100.ppm
SimpleFlight	1674238612165	0	0	1.55574	0.984808	0	0	0.173648	0	0	0.203027	0.000726368	-0.00118733	0.000558021	0.0364598	-0.0612664	-9.86948	0	0	0	99887.7	img__1674238612344444500.png;img__1674238612345035600.ppm;img__1674238612459337600.ppm
SimpleFlight	1674238612795	0	0	1.68363	0.984808	0	0	0.173648	0	0	0.203009	0.0010886	0.000457053	-6.19147e-05	-0.00953577	-0.0521164	-9.81814	0	0	0	99891.4	img__1674238612995836700.png;img__1674238612996420300.ppm;img__1674238613108216300.ppm
SimpleFlight	1674238613146	0	0	1.75489	0.984808	0	0	0.173648	0	0	0.203004	-0.000960547	-0.00184026	0.00579489	-0.0343477	-0.014676	-9.8199	0	0	0	99889.9	img__1674238613337642500.png;img__1674238613350101600.ppm;img__1674238613449517900.ppm
SimpleFlight	1674238613482	0	0	1.82311	0.984808	0	0	0.173648	0	0	0.203	0.000797238	-0.000702048	0.000798183	0.00925854	0.0077854	-9.88152	0	0	0	99891.3	img__1674238613671488000.png;img__1674238613672100600.ppm;img__1674238613775705400.ppm
SimpleFlight	1674238613821	0	0	1.71335	0.984808	0	0	0.173648	0	0	0	0.00219763	-0.00235224	6.35096e-05	0.046086	0.0341013	-9.74161	0	0	0	99891	img__1674238614006152300.png;img__1674238614006741900.ppm;img__1674238614107628500.ppm
